ID_Cliente,Abandono,Genero,Adulto_Mayor,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefono,Lineas_Multiples,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Facturacion_Sin_Papel,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Cantidad_Servicios
5998-VVEJY,1,1,0,0,0,0.3611111111111111,1,1,2,0,0,0,1,0,0,0,1,0,0.6194029850746269,0.23886452804061856,2.68,2
5999-LCXAO,0,0,0,0,0,0.013888888888888888,0,0,1,1,0,0,0,0,0,0,0,1,0.11592039800995024,0.0012808677590583888,1.0,1
6000-APYLU,1,1,0,0,0,0.125,1,0,2,0,0,0,0,0,1,0,1,0,0.6223880597014925,0.08011770136164321,2.69,1
6000-UKLWI,0,1,0,0,0,0.5694444444444444,1,0,0,0,0,0,0,0,0,2,0,1,0.018905472636815884,0.0904165705054235,0.67,0
6005-OBZPH,1,0,1,0,0,0.3611111111111111,1,1,2,0,1,0,0,1,0,0,1,0,0.7054726368159204,0.2606565889683822,2.97,3
6007-TCTST,0,0,0,1,1,1.0,1,1,2,1,1,1,1,1,1,2,1,2,0.9706467661691541,0.975963535656589,3.86,7
6008-NAIXK,0,1,1,0,0,0.75,0,0,1,0,1,1,0,1,1,1,1,0,0.37014925373134333,0.34019732287099,1.85,4
6010-DDPPW,0,1,0,1,0,0.9722222222222222,1,1,0,0,0,0,0,0,0,2,0,2,0.06865671641791044,0.22179206092776368,0.84,1
6013-BHCAW,0,1,0,1,1,0.8472222222222222,1,1,1,0,0,1,1,1,1,2,1,2,0.6243781094527363,0.5720459266097392,2.7,5
6015-VVHHE,1,0,1,0,0,0.06944444444444445,1,1,2,0,0,0,0,1,0,0,1,3,0.645771144278607,0.04930186937456728,2.77,2
6016-EJGNT,0,0,0,1,1,0.6666666666666666,1,1,2,1,1,0,0,1,1,1,1,3,0.845771144278607,0.5791310870066928,3.44,5
6016-LVTJQ,0,0,0,1,1,0.4722222222222222,1,0,0,0,0,0,0,0,0,0,0,1,0.023880597014925342,0.08049849988460651,0.69,0
6016-NXBNJ,0,1,0,0,0,0.4861111111111111,1,0,0,0,0,0,0,0,0,1,1,1,0.008955223880596996,0.07145165012693284,0.64,0
6016-QSKVI,0,1,0,0,0,0.05555555555555555,1,0,2,1,1,0,1,0,1,0,1,1,0.7626865671641792,0.039435725825063474,3.16,4
6017-PPLPX,1,1,0,1,1,0.2777777777777778,1,0,2,0,0,0,0,0,0,0,1,0,0.5194029850746269,0.16756865912762522,2.35,0
6022-KOUQO,0,0,0,1,1,0.027777777777777776,0,0,1,0,0,0,1,0,0,0,0,2,0.10746268656716418,0.002994461112393261,0.97,1
6022-MXOMF,0,0,1,0,0,0.013888888888888888,1,1,2,0,0,0,0,0,0,0,1,0,0.5567164179104478,0.00639279944611124,2.47,1
6022-UGGSO,1,0,1,0,0,0.4444444444444444,1,0,2,0,1,0,0,0,0,0,1,0,0.5587064676616916,0.2605758135241172,2.48,1
6023-GSSXW,0,0,0,1,0,0.9583333333333333,1,0,1,0,1,0,0,0,1,2,1,3,0.4298507462686567,0.47454419570736206,2.05,2
6023-YEBUP,1,1,0,0,0,0.041666666666666664,1,1,2,0,0,1,0,1,1,0,1,0,0.8228855721393035,0.03590468497576737,3.36,4
6024-RUGGH,0,1,0,1,1,1.0,1,1,0,0,0,0,0,0,0,2,1,2,0.06915422885572137,0.20541195476575122,0.84,1
6029-CSMJE,0,1,0,0,0,0.2361111111111111,0,0,1,0,0,0,0,0,0,0,1,1,0.07363184079601987,0.04862681744749597,0.86,0
6029-WTIPC,1,1,1,0,0,0.5138888888888888,1,1,2,0,0,1,0,1,1,0,1,0,0.8243781094527362,0.42986960535425806,3.37,4
6030-REHUX,0,0,1,1,0,0.38888888888888884,1,1,2,0,1,1,1,1,1,0,1,0,0.9213930348258706,0.36759750750057696,3.7,6
6032-IGALN,1,0,0,0,0,0.013888888888888888,0,0,1,0,0,0,0,0,0,0,1,1,0.0681592039800995,0.000726978998384491,0.84,0
6032-KRXXO,1,1,0,0,0,0.41666666666666663,1,0,2,0,0,0,0,1,1,0,1,0,0.7164179104477612,0.3157800600046157,3.01,2
6034-YMTOB,0,0,0,0,0,0.06944444444444445,1,0,2,0,0,0,1,0,0,0,1,1,0.5711442786069653,0.043924532656358185,2.52,1
6034-ZRYCV,1,0,0,1,0,1.0,0,0,1,0,1,1,0,1,1,2,1,0,0.3577114427860697,0.4521867066697438,1.81,4
6035-BXTTY,0,0,1,0,0,0.4444444444444444,1,0,1,0,1,0,1,0,0,0,0,2,0.3621890547263681,0.20901223171013156,1.82,2
6035-RIIOM,0,0,0,0,0,0.75,1,1,2,0,1,0,0,1,1,2,1,2,0.7855721393034826,0.5897357489037618,3.24,4
6036-TTFYU,0,0,0,1,0,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,1,0.013432835820895522,0.03411608585275791,0.65,0
6037-WPJRP,0,0,0,0,0,0.18055555555555555,1,1,2,0,0,0,0,0,0,0,1,1,0.5646766169154228,0.11316062774059545,2.5,1
6038-GCYEC,1,0,0,0,0,0.3333333333333333,0,0,1,0,1,1,0,1,1,0,1,3,0.35721393034825866,0.14094738056773598,1.8,4
6039-RVSJV,0,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,1,0.015920398009950265,0.00012116316639741503,0.66,0
6040-CGACY,0,0,0,0,0,0.20833333333333331,1,0,0,0,0,0,0,0,0,0,0,1,0.013432835820895522,0.03237941380106162,0.65,0
6047-SUHPR,0,1,0,1,1,0.5416666666666666,1,0,1,1,1,1,0,0,0,1,0,0,0.4134328358208955,0.26829563812600965,1.99,3
6047-YHPVI,1,1,0,0,0,0.06944444444444445,1,0,2,0,0,0,0,0,0,0,1,0,0.5119402985074627,0.034398799907685206,2.32,0
6048-NJXHX,0,1,0,1,0,0.5694444444444444,1,0,0,0,0,0,0,0,0,2,1,0,0.014925373134328346,0.10162127855988923,0.66,0
6048-QBXKL,0,0,1,0,0,0.027777777777777776,1,1,1,0,1,0,0,0,0,0,1,3,0.38109452736318405,0.011475882760212323,1.88,2
6048-UWKAL,0,0,1,1,0,0.9583333333333333,1,1,2,0,1,0,1,1,1,2,0,3,0.8671641791044776,0.8054638818370644,3.51,5
6050-FFXES,0,0,0,1,0,0.9583333333333333,1,1,2,0,0,1,1,1,1,2,0,2,0.8666666666666666,0.8333544888068313,3.51,5
6050-IJRHS,0,0,0,1,1,0.9722222222222222,1,1,2,0,1,1,0,1,1,1,1,0,0.8781094527363184,0.8513962612508654,3.55,5
6051-PTVNS,0,0,0,1,1,0.7638888888888888,1,0,0,0,0,0,0,0,0,1,0,3,0.008955223880596996,0.1130048465266559,0.64,0
6060-DRTNL,1,0,1,0,0,0.06944444444444445,1,0,2,0,0,1,0,1,0,0,1,1,0.6626865671641791,0.04578236787445188,2.83,2
6060-QBMGV,0,1,0,1,0,0.9722222222222222,1,0,0,0,0,0,0,0,0,2,0,3,0.015920398009950265,0.16328179090699285,0.66,0
6061-GWWAV,0,1,0,0,1,0.5694444444444444,1,0,1,1,1,1,0,1,0,1,0,1,0.5169154228855721,0.33184283406415876,2.34,4
6061-PQHMK,0,0,0,0,0,0.3472222222222222,1,0,0,0,0,0,0,0,0,1,0,3,0.01641791044776117,0.05870066928225249,0.66,0
6064-PUPMC,0,1,0,1,1,0.3194444444444444,1,0,1,1,0,0,1,0,0,1,0,3,0.3875621890547264,0.16207592891760905,1.91,2
6064-ZATLR,0,0,0,0,0,0.375,1,0,1,1,1,0,0,0,0,2,0,2,0.3442786069651741,0.17076505885068083,1.76,2
6067-NGCEU,0,0,0,0,0,0.9027777777777777,1,1,2,1,1,1,0,1,1,0,1,3,0.9233830845771144,0.8179321486268175,3.7,6
6072-NUQCB,0,1,0,1,1,0.3055555555555555,1,0,0,0,0,0,0,0,0,1,0,2,0.019900497512437804,0.054171474728825296,0.68,0
6072-YUBLX,0,1,1,1,0,0.8472222222222222,1,1,2,0,1,1,1,1,0,1,1,1,0.7965174129353233,0.6978709900761597,3.28,5
6075-QMNRR,0,0,0,0,0,0.7222222222222222,1,0,1,1,0,0,0,0,0,0,1,2,0.3134328358208955,0.2904165705054235,1.66,1
6075-SLNIL,0,1,0,0,0,0.5277777777777778,1,1,2,0,1,1,0,0,1,0,1,3,0.7646766169154228,0.4237710593122548,3.17,4
6077-BDPXA,0,0,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,1,0,0.5164179104477612,0.020240018462958687,2.34,0
6078-VESFR,0,1,1,1,0,0.18055555555555555,1,0,2,0,0,0,0,0,0,0,0,2,0.5194029850746269,0.09581121624740366,2.35,0
6080-LNESI,0,1,0,0,0,0.7083333333333333,1,1,0,0,0,0,0,0,0,2,0,1,0.06467661691542287,0.14029540733902607,0.82,1
6080-TCMYC,0,1,0,1,1,0.5555555555555556,1,1,2,0,0,1,0,0,0,0,1,0,0.6263681592039801,0.3777405954304177,2.71,2
6082-GLJIX,0,1,0,0,0,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0.009950248756218888,0.03606623586429726,0.64,0
6082-OQFBA,0,1,0,1,1,0.3194444444444444,1,0,0,0,0,0,0,0,0,1,0,1,0.013930348258706454,0.04824601892453266,0.65,0
6086-ESGRL,1,0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,1,0,0,3,0.6159203980099502,0.00707939072236326,2.67,1
6087-MVHJH,1,0,0,0,0,0.2222222222222222,1,1,2,0,0,1,0,0,1,0,1,0,0.6985074626865672,0.16193168705285022,2.95,3
6087-YPWHO,0,1,0,1,0,1.0,1,1,1,1,1,1,1,0,0,2,0,1,0.49651741293532337,0.5527232864066467,2.27,5
6088-BXMRG,0,0,0,1,1,0.4444444444444444,1,1,2,0,1,0,0,1,1,0,1,0,0.8019900497512437,0.3543503346411262,3.3,4
6092-QZVPP,0,1,0,0,0,0.5,1,0,1,1,0,1,1,1,1,0,1,3,0.6064676616915423,0.3272732517885991,2.64,5
6094-ZIVKX,0,0,0,0,0,0.9444444444444444,1,0,1,1,0,1,0,0,0,1,1,3,0.36019900497512436,0.42189591507039,1.82,2
6096-EGVTU,0,0,0,1,1,0.8888888888888888,1,1,0,0,0,0,0,0,0,1,0,1,0.06616915422885569,0.1819409185321948,0.83,1
6097-EQISJ,1,0,0,1,1,0.9166666666666666,1,1,2,0,1,1,0,1,1,1,1,3,0.8378109452736319,0.7611758596815139,3.42,5
6100-FJZDG,0,1,0,1,1,0.3611111111111111,1,0,0,0,0,0,0,0,0,1,1,2,0.01791044776119402,0.05620816985921994,0.67,0
6100-QQHEB,1,1,0,1,1,0.2361111111111111,1,1,2,0,0,0,0,1,1,0,1,0,0.7393034825870646,0.17266328179090698,3.08,3
6101-IMRMM,1,1,0,0,1,0.08333333333333333,1,0,2,0,0,1,0,1,1,0,0,1,0.7587064676616915,0.06423378721440112,3.15,3
6103-BOCOU,0,0,0,0,0,0.3611111111111111,1,1,2,0,0,1,0,0,0,0,1,0,0.6213930348258706,0.25088852988691435,2.69,2
6103-LIANB,0,1,0,1,1,0.8194444444444444,1,1,2,0,0,1,0,1,1,2,1,3,0.808457711442786,0.6742384029540734,3.32,4
6103-QCKFX,0,0,0,1,1,0.611111111111111,1,0,1,1,0,0,1,0,0,0,0,2,0.37810945273631835,0.2770309254558043,1.87,2
6108-OQZDQ,1,0,0,1,1,0.05555555555555555,1,1,2,0,1,0,0,1,1,0,1,0,0.7930348258706468,0.04219939995384261,3.26,4
6110-OHIHY,1,1,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,1,0,0,0,0,0.6069651741293532,0.02870990076159705,2.64,1
6112-KTHFQ,0,0,0,0,0,0.18055555555555555,1,0,0,0,0,0,0,0,0,0,1,1,0.010447761194029848,0.030060004615739672,0.64,0
6114-TCFID,0,0,0,0,0,0.40277777777777773,0,0,1,1,1,0,1,0,0,1,0,3,0.21144278606965172,0.1227729056081237,1.32,3
6115-ZTBFQ,0,0,0,1,0,1.0,0,0,1,1,1,1,1,1,1,2,0,2,0.4701492537313433,0.5655319639972305,2.18,6
6116-RFVHN,0,0,0,1,0,0.4722222222222222,1,1,2,0,0,1,0,1,1,0,1,0,0.817910447761194,0.39185898915301176,3.35,4
6119-SPUDB,0,1,0,0,0,0.6388888888888888,0,0,1,1,0,1,1,0,0,2,0,1,0.1990049751243781,0.20038656819755366,1.27,3
6120-RJKLU,0,0,1,1,0,0.861111111111111,1,0,1,1,0,1,1,1,1,2,1,3,0.6139303482587065,0.5539983844911147,2.66,5
6121-TNHBO,0,0,1,0,0,0.875,1,1,1,1,1,1,1,1,0,1,0,2,0.6442786069651741,0.6028444495730441,2.77,6
6121-VZNQB,1,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,1,0.008457711442786064,3.4618047542118394e-05,0.64,0
6122-EFVKN,0,1,0,0,1,0.3333333333333333,0,0,1,1,0,0,1,0,0,2,0,1,0.17412935323383083,0.09369951534733441,1.19,2
6122-LJADA,0,1,0,1,1,0.9722222222222222,1,1,1,1,1,1,1,1,1,2,1,3,0.7154228855721393,0.7175455804292639,3.01,7
6124-ACRHJ,0,0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,1,0.014925373134328346,0.0001096238172167089,0.66,0
6127-ISGTU,1,0,0,1,0,0.2222222222222222,1,1,2,0,0,0,0,1,0,0,1,0,0.663681592039801,0.15687168243711055,2.83,2
6127-IYJOZ,0,1,1,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,1,0.2746268656716418,0.0031213939533810296,1.53,0
6128-AQBMT,0,1,1,1,0,0.5694444444444444,0,0,1,0,1,1,0,1,1,0,1,0,0.35522388059701493,0.25347334410339256,1.8,4
6128-CZOMY,1,0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,0,0.27263681592039796,0.0030983152550196165,1.52,0
6128-DAFVY,0,0,0,0,0,0.7777777777777777,0,0,1,0,0,0,0,1,1,0,1,3,0.2646766169154229,0.2938091391645511,1.5,2
6131-FOYAS,0,1,0,0,0,0.4861111111111111,1,1,1,1,0,1,0,0,0,0,1,0,0.4114427860696518,0.2395684283406416,1.99,3
6131-IUNXN,0,0,0,1,1,0.2638888888888889,1,0,0,0,0,0,0,0,0,0,0,1,0.019402985074626844,0.04193399492268636,0.67,0
6131-JLWZM,0,0,0,0,0,0.18055555555555555,1,0,0,0,0,0,0,0,0,0,1,1,0.020398009950248763,0.029609969997692127,0.68,0
6133-OZILE,0,0,0,0,0,0.25,0,0,1,0,0,1,1,0,0,0,1,0,0.16865671641791047,0.06790906992845604,1.17,2
6134-KWTBV,0,1,0,0,0,0.861111111111111,1,1,0,0,0,0,0,0,0,2,0,2,0.051243781094527346,0.16280290791599356,0.78,1
6135-OZQVA,0,0,0,0,0,0.09722222222222221,1,1,1,1,0,0,0,0,0,0,1,0,0.3522388059701492,0.04448996076621279,1.79,2
6137-MFAJN,0,0,0,0,0,0.6666666666666666,0,0,1,1,1,0,0,1,0,0,1,0,0.2641791044776119,0.24068197553657977,1.49,3
6137-NICCO,0,0,0,1,1,0.08333333333333333,1,1,2,0,1,1,0,1,0,0,1,1,0.754228855721393,0.05769097622894069,3.14,4
6139-ZZRBQ,0,1,1,0,0,0.8888888888888888,1,0,0,0,0,0,0,0,0,2,1,2,0.01791044776119402,0.13607777521347797,0.67,0
6140-QNRQQ,1,1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,1,0.5303482587064676,0.006087006692822525,2.38,0
6141-OOXUQ,1,1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,1,0.013930348258706454,9.808446803600233e-05,0.65,0
6142-VSJQO,1,0,0,1,1,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.25970149253731345,0.0029483037156704363,1.48,0
6143-JQKEA,0,1,0,0,0,0.1388888888888889,1,0,1,0,0,0,0,0,0,0,1,3,0.2741293532338308,0.04816524348026772,1.53,0
6145-NNPNO,0,0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,2,0.2577114427860696,0.002925225017309023,1.47,0
6147-CBCRA,0,0,0,1,0,0.4583333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0.01791044776119402,0.07508077544426496,0.67,0
6152-ONASV,0,0,0,1,0,0.9444444444444444,1,1,1,1,0,0,1,0,0,1,0,2,0.3980099502487562,0.4566005077313639,1.94,3
6156-UZDLF,0,0,0,0,0,0.3611111111111111,1,0,2,1,0,1,1,0,0,1,1,3,0.6855721393034826,0.26024694207246707,2.9,3
6158-DWPZT,1,1,0,1,0,0.125,0,0,1,0,0,0,0,0,0,1,0,2,0.05820895522388059,0.02780983152550196,0.8,0
6158-HDPXZ,0,1,0,0,0,0.013888888888888888,0,0,1,0,0,0,0,0,0,0,0,1,0.07064676616915422,0.0007558273713362566,0.85,0
6161-ERDGD,0,1,0,1,1,0.986111111111111,1,1,1,1,0,1,1,1,1,1,0,0,0.6686567164179105,0.7249076852065544,2.85,6
6161-UUUTA,1,1,1,0,0,0.041666666666666664,1,0,2,0,0,0,0,1,0,0,1,0,0.6134328358208956,0.027936764366489727,2.66,1
6164-HAQTX,0,1,0,0,0,0.986111111111111,0,0,1,1,1,1,1,1,0,2,0,2,0.35522388059701493,0.4465555042695592,1.8,5
6164-HXUGH,0,0,0,1,1,0.08333333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0.015920398009950265,0.01159704592660974,0.66,0
6166-ILMNY,1,0,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,0,2,0.5124378109452736,0.014510731594738056,2.33,0
6166-YIPFO,0,1,0,1,0,1.0,0,0,1,1,1,1,1,1,1,2,1,0,0.4621890547263682,0.5454938841449343,2.16,6
6167-SYRNG,0,1,1,1,0,0.8194444444444444,0,0,1,1,0,1,1,1,1,2,1,3,0.45572139303482584,0.44634779598430646,2.13,5
6168-WFVVF,1,0,1,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,1,0,0.517910447761194,0.025005769674590353,2.34,0
6168-YBYNP,0,1,0,0,0,0.8194444444444444,1,1,2,0,1,1,1,1,1,0,1,0,0.92636815920398,0.7501673205631203,3.71,6
6169-PGNCD,0,0,0,0,0,0.7916666666666666,1,0,1,1,1,1,1,1,0,2,1,3,0.5577114427860697,0.4786002769443804,2.48,5
6169-PPETC,0,1,0,1,1,0.4861111111111111,1,0,0,0,0,0,0,0,0,2,0,2,0.02238805970149252,0.08545465035771983,0.68,0
6171-ZTVYB,0,1,0,1,0,0.5972222222222222,1,1,1,1,1,0,1,0,0,0,0,2,0.4776119402985074,0.33331987075928915,2.21,4
6172-FECYY,1,1,0,1,1,0.6805555555555555,1,1,2,0,0,0,0,1,0,0,0,0,0.6592039800995024,0.48881260096930534,2.82,2
6173-GOLSU,0,1,1,1,0,0.9305555555555555,1,1,2,0,0,0,0,1,1,0,1,3,0.7601990049751244,0.6993076390491576,3.16,3
6173-ITPWD,1,1,0,1,0,0.6527777777777778,1,1,2,0,1,1,0,0,0,0,1,2,0.6477611940298507,0.4669051465497346,2.78,3
6174-NRBTZ,0,1,0,0,0,0.6388888888888888,0,0,1,1,0,0,0,0,0,1,1,2,0.12437810945273631,0.1696861297022848,1.02,1
6175-IRFIT,0,1,0,0,0,0.06944444444444445,1,0,2,0,0,0,0,0,1,0,0,1,0.6019900497512437,0.04702861758596816,2.62,1
6176-YJWAS,0,1,0,1,0,1.0,1,1,2,1,1,1,0,1,0,2,1,3,0.7930348258706468,0.8187687514424187,3.26,5
6177-PEVRA,0,0,0,0,0,0.6666666666666666,1,0,1,1,1,0,0,0,0,2,0,3,0.37064676616915426,0.30100969305331177,1.85,2
6178-KFNHS,1,0,0,0,1,0.16666666666666666,1,1,2,1,0,0,0,0,0,0,1,0,0.5975124378109452,0.10275213477959844,2.61,2
6179-GJPSO,1,0,1,0,0,0.5972222222222222,1,0,2,1,1,0,1,1,1,0,1,3,0.8945273631840797,0.5287214401107777,3.6,5
6180-YBIQI,0,1,0,0,0,0.06944444444444445,0,0,1,0,0,0,0,0,0,0,0,1,0.06019900497512437,0.009393030233094853,0.81,0
6181-AXXYF,0,1,0,1,1,1.0,1,1,0,0,0,0,0,0,0,2,0,3,0.06467661691542287,0.21235864297253634,0.82,1
6184-DYUOB,0,0,0,1,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0,1,1,0.013432835820895522,0.004206092776367413,0.65,0
6185-TASNN,0,1,1,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,0,0.27910447761194024,0.0031733210246942065,1.54,0
6188-UXBBR,0,0,0,1,0,0.5277777777777778,1,0,0,0,0,0,0,0,0,1,1,3,0.019900497512437804,0.09184744980383107,0.68,0
6194-HBGQN,0,1,0,0,0,0.7083333333333333,1,1,1,1,1,1,1,1,0,1,1,3,0.6258706467661692,0.47396722824832677,2.7,6
6195-MELTI,0,1,0,0,0,0.7916666666666666,1,0,1,0,1,0,1,0,0,1,1,1,0.3621890547263681,0.3595545811216247,1.82,2
6196-HBOBZ,0,1,0,1,0,0.9027777777777777,1,1,2,1,1,1,0,1,0,2,1,0,0.8069651741293532,0.7302965612739442,3.31,5
6198-PNNSZ,0,0,0,1,0,0.7777777777777777,1,1,2,1,1,1,0,1,1,1,0,2,0.9109452736318407,0.702844449573044,3.66,6
6198-RTPMF,0,0,0,1,0,0.2361111111111111,1,1,2,0,0,0,0,1,1,0,0,0,0.7398009950248755,0.1801177013616432,3.09,3
6198-ZFIOJ,0,0,0,0,0,0.06944444444444445,1,1,2,0,0,0,0,0,0,0,0,0,0.5706467661691541,0.04427648280636973,2.52,1
6199-IPCAO,0,0,0,1,1,0.40277777777777773,1,1,0,0,0,0,0,0,0,2,0,1,0.07810945273631842,0.07774636510500808,0.87,1
6199-IWKGC,0,0,1,1,0,0.6388888888888888,1,1,2,0,0,0,1,1,1,1,0,0,0.8159203980099502,0.5463939533810294,3.34,4
6202-DYYFX,0,0,0,0,0,0.3055555555555555,1,1,2,0,0,0,0,0,0,1,1,3,0.5746268656716418,0.20364643434110316,2.53,1
6202-JVYEU,0,1,0,0,0,0.125,1,0,0,0,0,0,0,0,0,1,1,0,0.01641791044776117,0.01682437110546965,0.66,0
6203-HBZPA,0,1,0,0,0,0.7222222222222222,0,0,1,1,1,1,1,1,1,2,0,3,0.45422885572139304,0.3826621278559889,2.13,6
6204-IEUXJ,1,0,0,0,0,0.041666666666666664,1,0,2,0,0,1,1,0,0,0,0,3,0.6154228855721392,0.02293445649665359,2.67,2
6207-WIOLX,1,0,0,1,1,0.3472222222222222,0,0,1,1,1,1,0,1,1,0,1,3,0.4014925373134328,0.1712266328179091,1.95,5
6210-KBBPI,1,1,1,0,0,0.125,1,1,2,0,1,0,0,1,1,0,1,3,0.8079601990049752,0.10392337872144011,3.32,4
6211-WHMYA,0,0,1,0,0,0.8888888888888888,0,0,1,0,1,0,1,1,0,0,1,0,0.25472636815920396,0.315278098315255,1.46,3
6211-WWLTF,0,1,0,1,0,0.875,1,0,2,1,0,1,0,1,1,2,0,3,0.8104477611940298,0.728317562889453,3.32,4
6212-ATMLK,0,0,0,0,0,0.6944444444444444,1,1,2,0,0,0,0,1,1,0,1,0,0.7706467661691543,0.5436129702284791,3.19,3
6214-EDAKZ,1,0,0,1,1,0.3055555555555555,1,0,1,0,1,0,1,0,0,0,0,0,0.36716417910447763,0.13700092314793447,1.84,2
6215-NQCPY,0,1,0,0,0,0.20833333333333331,1,1,2,1,0,0,0,1,1,0,1,0,0.8104477611940298,0.17862335564274176,3.32,4
6217-KDYWC,0,1,0,0,1,0.7916666666666666,1,0,0,0,0,0,0,0,0,2,1,1,0.013432835820895522,0.13290445418878374,0.65,0
6217-TOWGS,0,0,0,1,0,0.2361111111111111,1,1,1,0,1,0,0,1,1,0,1,2,0.5686567164179105,0.1504442649434572,2.51,4
6218-KNUBD,0,1,0,0,0,0.08333333333333333,1,0,1,0,1,0,0,1,0,0,0,0,0.4099502487562189,0.03909531502423264,1.98,2
6221-AVQYL,1,1,0,0,0,0.027777777777777776,1,1,2,0,0,0,0,0,0,0,1,3,0.5472636815920398,0.012952919455342719,2.44,1
6223-DHJGV,0,0,0,0,0,0.5833333333333333,1,0,0,0,0,0,0,0,0,1,1,1,0.023880597014925342,0.10838910685437342,0.69,0
6225-VNQSJ,0,1,0,0,0,0.013888888888888888,0,0,1,0,0,0,0,0,1,0,1,0,0.17114427860696518,0.0019213016385875841,1.18,1
6227-FBDXH,0,1,0,1,0,0.9583333333333333,1,1,2,0,0,1,0,1,1,1,0,2,0.808457711442786,0.7872894068774521,3.32,4
6227-HWPWX,1,0,0,0,1,0.20833333333333331,1,0,2,0,0,0,0,0,0,0,0,2,0.5049751243781094,0.11262404800369259,2.3,0
6229-LSCKB,0,1,1,0,0,0.08333333333333333,1,0,2,0,0,0,0,1,0,0,1,0,0.6114427860696517,0.055250403877221334,2.66,1
6229-UOLQL,0,1,0,1,1,0.7777777777777777,0,0,1,1,1,0,1,1,0,1,1,1,0.33582089552238803,0.3307292868682206,1.73,4
6230-BSUXY,1,0,1,0,0,0.013888888888888888,1,0,2,0,0,1,0,0,1,0,1,0,0.664179104477612,0.007639049157627509,2.83,2
6231-WFGFH,0,1,0,1,1,0.05555555555555555,1,0,0,0,0,0,0,0,0,0,1,1,0.02238805970149252,0.0067851373182552495,0.68,0
6233-HXJMX,0,0,0,0,0,0.625,1,1,2,0,0,1,0,0,1,0,1,3,0.7069651741293532,0.4815774290330025,2.98,3
6234-PFPXL,0,1,0,1,0,0.3055555555555555,1,1,2,1,0,0,1,1,0,0,0,3,0.772636815920398,0.2557292868682206,3.2,4
6234-RAAPL,0,0,0,1,1,1.0,1,1,2,1,1,0,1,1,0,2,0,2,0.8124378109452737,0.8346295868912993,3.33,5
6235-VDHOM,1,0,1,0,0,0.06944444444444445,0,0,1,0,1,0,0,0,0,0,0,0,0.10149253731343283,0.012952919455342719,0.95,1
6240-EURKS,1,0,0,0,1,0.25,0,0,1,0,0,0,0,0,1,0,1,0,0.16666666666666663,0.06164320332333256,1.17,1
6242-FEGFD,0,1,0,1,0,0.9166666666666666,1,1,2,1,1,1,1,0,0,2,0,1,0.7796019900497512,0.7391472420955458,3.22,5
6242-MBHPK,0,0,1,1,0,0.3194444444444444,1,0,2,1,0,0,0,1,1,0,1,0,0.7646766169154228,0.26624163397184397,3.17,3
6242-SGYTS,0,1,0,1,1,0.861111111111111,1,1,2,1,1,0,0,1,0,1,1,3,0.7631840796019901,0.6661723978767597,3.16,4
6243-OZGFH,0,0,0,0,0,0.3194444444444444,0,0,1,0,0,0,0,1,1,0,1,0,0.2656716417910448,0.11286060466189708,1.5,2
6244-BESBM,0,1,0,1,1,0.9583333333333333,1,0,2,0,0,0,1,1,1,2,1,3,0.7656716417910447,0.7677013616432034,3.17,3
6248-BSHKG,0,1,0,1,1,0.8472222222222222,1,0,0,0,0,0,0,0,0,1,0,1,0.021393034825870627,0.13935495038079854,0.68,0
6248-TKCQV,0,0,0,1,1,0.9722222222222222,1,1,1,1,0,0,1,1,1,2,1,2,0.6203980099502486,0.6279021463189476,2.69,5
6250-CGGUN,0,1,0,0,0,0.75,1,0,2,1,0,1,1,0,0,1,0,0,0.6582089552238807,0.515260789291484,2.81,3
6252-DFGTK,0,0,0,1,0,0.5138888888888888,1,1,1,1,0,1,1,0,0,1,0,3,0.4960199004975123,0.2839199169166859,2.27,4
6253-GNHWH,0,0,0,1,1,0.986111111111111,1,1,1,1,1,1,1,0,0,2,0,1,0.5258706467661691,0.6007558273713363,2.37,5
